Catalyst dim1,Catalyst dim2,Solvent dim1,Solvent dim2,Cosolvent dim1,Cosolvent dim2,Ratio (cosolvent : solvent),Additives dim1,Additives dim2,temp in degree celsius,cat. loading mol%,time in min,yield
0.33361911,0.595589152,-3.103239204,-2.07761934,4.727547618,-0.758874265,0.5,0,0,21,10,2,58
0.33361911,0.595589152,-3.103239204,-2.07761934,4.727547618,-0.758874265,0.5,0,0,21,10,4,61
0.33361911,0.595589152,-3.103239204,-2.07761934,4.727547618,-0.758874265,0.5,0,0,21,10,8,60
0.33361911,0.595589152,-3.103239204,-2.07761934,4.727547618,-0.758874265,0,0,0,21,10,2,0
0.33361911,0.595589152,-3.103239204,-2.07761934,4.727547618,-0.758874265,0,0,0,21,10,4,0
0.33361911,0.595589152,-3.103239204,-2.07761934,4.727547618,-0.758874265,0,0,0,21,10,8,0
0.33361911,0.595589152,-3.103239204,-2.07761934,4.727547618,-0.758874265,1,0,0,21,10,2,3
0.33361911,0.595589152,-3.103239204,-2.07761934,4.727547618,-0.758874265,1,0,0,21,10,4,6
0.33361911,0.595589152,-3.103239204,-2.07761934,4.727547618,-0.758874265,1,0,0,21,10,8,7
0,0,-3.103239204,-2.07761934,4.727547618,-0.758874265,0.5,0,0,21,10,2,0
0,0,-3.103239204,-2.07761934,4.727547618,-0.758874265,0.5,0,0,21,10,4,0
0,0,-3.103239204,-2.07761934,4.727547618,-0.758874265,0.5,0,0,21,10,8,0
0.33361911,0.595589152,-3.103239204,-2.07761934,-3.065624138,9.813515427,0.5,0,0,21,10,2,21
0.33361911,0.595589152,-3.103239204,-2.07761934,-3.065624138,9.813515427,0.5,0,0,21,10,4,23
0.33361911,0.595589152,-3.103239204,-2.07761934,-3.065624138,9.813515427,0.5,0,0,21,10,8,24
0.33361911,0.595589152,-3.103239204,-2.07761934,11.63630577,-1.374771021,0.5,0,0,21,10,2,1
0.33361911,0.595589152,-3.103239204,-2.07761934,11.63630577,-1.374771021,0.5,0,0,21,10,4,2
0.33361911,0.595589152,-3.103239204,-2.07761934,11.63630577,-1.374771021,0.5,0,0,21,10,8,6
0.33361911,0.595589152,-3.103239204,-2.07761934,-5.608451214,-4.510140682,0.5,0,0,21,10,2,0
0.33361911,0.595589152,-3.103239204,-2.07761934,-5.608451214,-4.510140682,0.5,0,0,21,10,4,0
0.33361911,0.595589152,-3.103239204,-2.07761934,-5.608451214,-4.510140682,0.5,0,0,21,10,8,0
0.33361911,0.595589152,-3.103239204,-2.07761934,-7.689778035,-3.169729459,0.5,0,0,21,10,2,0
0.33361911,0.595589152,-3.103239204,-2.07761934,-7.689778035,-3.169729459,0.5,0,0,21,10,4,0
0.33361911,0.595589152,-3.103239204,-2.07761934,-7.689778035,-3.169729459,0.5,0,0,21,10,8,0
0.33361911,0.595589152,-3.103239204,-2.07761934,4.727547618,-0.758874265,0.5,-4.06582739,5.534762125,21,10,2,53
0.33361911,0.595589152,-3.103239204,-2.07761934,4.727547618,-0.758874265,0.5,-4.06582739,5.534762125,21,10,4,54
0.33361911,0.595589152,-3.103239204,-2.07761934,4.727547618,-0.758874265,0.5,-4.06582739,5.534762125,21,10,8,49
0.33361911,0.595589152,-3.103239204,-2.07761934,4.727547618,-0.758874265,0.5,-3.466986505,8.506104413,21,10,2,50
0.33361911,0.595589152,-3.103239204,-2.07761934,4.727547618,-0.758874265,0.5,-3.466986505,8.506104413,21,10,4,54
0.33361911,0.595589152,-3.103239204,-2.07761934,4.727547618,-0.758874265,0.5,-3.466986505,8.506104413,21,10,8,49
0.33361911,0.595589152,-3.103239204,-2.07761934,4.727547618,-0.758874265,0.5,15.54688043,2.636906042,21,10,2,30
0.33361911,0.595589152,-3.103239204,-2.07761934,4.727547618,-0.758874265,0.5,15.54688043,2.636906042,21,10,4,27
0.33361911,0.595589152,-3.103239204,-2.07761934,4.727547618,-0.758874265,0.5,15.54688043,2.636906042,21,10,8,28
0.33361911,0.595589152,-3.103239204,-2.07761934,4.727547618,-0.758874265,0.5,5.830370197,-6.666558818,21,10,2,28
0.33361911,0.595589152,-3.103239204,-2.07761934,4.727547618,-0.758874265,0.5,5.830370197,-6.666558818,21,10,4,25
0.33361911,0.595589152,-3.103239204,-2.07761934,4.727547618,-0.758874265,0.5,5.830370197,-6.666558818,21,10,8,23
-0.225673316,0.253009472,-3.103239204,-2.07761934,4.727547618,-0.758874265,0.5,0,0,21,10,2,40
-0.225673316,0.253009472,-3.103239204,-2.07761934,4.727547618,-0.758874265,0.5,0,0,21,10,4,41
-0.225673316,0.253009472,-3.103239204,-2.07761934,4.727547618,-0.758874265,0.5,0,0,21,10,8,37
-0.225673316,0.253009472,-3.103239204,-2.07761934,4.727547618,-0.758874265,0.5,-6.775729256,-3.729165023,21,10,2,38
-0.225673316,0.253009472,-3.103239204,-2.07761934,4.727547618,-0.758874265,0.5,-6.775729256,-3.729165023,21,10,4,38
-0.225673316,0.253009472,-3.103239204,-2.07761934,4.727547618,-0.758874265,0.5,-6.775729256,-3.729165023,21,10,8,37
5.10277403,7.777296011,-3.103239204,-2.07761934,4.727547618,-0.758874265,0.5,0,0,21,10,2,27
5.10277403,7.777296011,-3.103239204,-2.07761934,4.727547618,-0.758874265,0.5,0,0,21,10,4,25
5.10277403,7.777296011,-3.103239204,-2.07761934,4.727547618,-0.758874265,0.5,0,0,21,10,8,22
5.10277403,7.777296011,-3.103239204,-2.07761934,4.727547618,-0.758874265,0.5,-6.775729256,-3.729165023,21,10,2,25
5.10277403,7.777296011,-3.103239204,-2.07761934,4.727547618,-0.758874265,0.5,-6.775729256,-3.729165023,21,10,4,24
5.10277403,7.777296011,-3.103239204,-2.07761934,4.727547618,-0.758874265,0.5,-6.775729256,-3.729165023,21,10,8,23
19.40074677,-5.36511926,-3.103239204,-2.07761934,4.727547618,-0.758874265,0.5,0,0,21,10,2,5
19.40074677,-5.36511926,-3.103239204,-2.07761934,4.727547618,-0.758874265,0.5,0,0,21,10,4,0
19.40074677,-5.36511926,-3.103239204,-2.07761934,4.727547618,-0.758874265,0.5,0,0,21,10,8,5
-3.509232514,2.122230739,-3.103239204,-2.07761934,4.727547618,-0.758874265,0.5,0,0,21,10,2,30
-3.509232514,2.122230739,-3.103239204,-2.07761934,4.727547618,-0.758874265,0.5,0,0,21,10,4,25
-3.509232514,2.122230739,-3.103239204,-2.07761934,4.727547618,-0.758874265,0.5,0,0,21,10,8,22
2.199276066,6.239133919,-3.103239204,-2.07761934,4.727547618,-0.758874265,0.5,0,0,21,10,2,22
2.199276066,6.239133919,-3.103239204,-2.07761934,4.727547618,-0.758874265,0.5,0,0,21,10,4,21
2.199276066,6.239133919,-3.103239204,-2.07761934,4.727547618,-0.758874265,0.5,0,0,21,10,8,25
-3.43757412,3.357761295,-3.103239204,-2.07761934,4.727547618,-0.758874265,0.5,0,0,21,10,2,12
-3.43757412,3.357761295,-3.103239204,-2.07761934,4.727547618,-0.758874265,0.5,0,0,21,10,4,16
-3.43757412,3.357761295,-3.103239204,-2.07761934,4.727547618,-0.758874265,0.5,0,0,21,10,8,7
7.564214703,4.056817916,-3.103239204,-2.07761934,4.727547618,-0.758874265,0.5,0,0,21,10,2,3
7.564214703,4.056817916,-3.103239204,-2.07761934,4.727547618,-0.758874265,0.5,0,0,21,10,4,5
7.564214703,4.056817916,-3.103239204,-2.07761934,4.727547618,-0.758874265,0.5,0,0,21,10,8,0
-0.517771015,1.738760588,-3.103239204,-2.07761934,4.727547618,-0.758874265,0.5,0,0,21,10,2,0
-0.517771015,1.738760588,-3.103239204,-2.07761934,4.727547618,-0.758874265,0.5,0,0,21,10,4,0
-0.517771015,1.738760588,-3.103239204,-2.07761934,4.727547618,-0.758874265,0.5,0,0,21,10,8,0
4.599039666,-3.182958265,-3.103239204,-2.07761934,4.727547618,-0.758874265,0.5,0,0,21,10,2,19
4.599039666,-3.182958265,-3.103239204,-2.07761934,4.727547618,-0.758874265,0.5,0,0,21,10,4,20
4.599039666,-3.182958265,-3.103239204,-2.07761934,4.727547618,-0.758874265,0.5,0,0,21,10,8,16
11.00281944,-6.108221232,-3.103239204,-2.07761934,4.727547618,-0.758874265,0.5,0,0,21,10,2,16
11.00281944,-6.108221232,-3.103239204,-2.07761934,4.727547618,-0.758874265,0.5,0,0,21,10,4,16
11.00281944,-6.108221232,-3.103239204,-2.07761934,4.727547618,-0.758874265,0.5,0,0,21,10,8,13
-3.667264339,0.59327797,-3.103239204,-2.07761934,4.727547618,-0.758874265,0.5,0,0,21,10,2,1
-3.667264339,0.59327797,-3.103239204,-2.07761934,4.727547618,-0.758874265,0.5,0,0,21,10,4,8
-3.667264339,0.59327797,-3.103239204,-2.07761934,4.727547618,-0.758874265,0.5,0,0,21,10,8,12
-3.667264339,0.59327797,-3.103239204,-2.07761934,4.727547618,-0.758874265,0.5,-6.775729256,-3.729165023,21,10,2,1
-3.667264339,0.59327797,-3.103239204,-2.07761934,4.727547618,-0.758874265,0.5,-6.775729256,-3.729165023,21,10,4,3
-3.667264339,0.59327797,-3.103239204,-2.07761934,4.727547618,-0.758874265,0.5,-6.775729256,-3.729165023,21,10,8,0
-4.120654028,1.236924819,-3.103239204,-2.07761934,4.727547618,-0.758874265,0.5,-6.775729256,-3.729165023,21,10,2,1
-4.120654028,1.236924819,-3.103239204,-2.07761934,4.727547618,-0.758874265,0.5,-6.775729256,-3.729165023,21,10,4,2
-4.120654028,1.236924819,-3.103239204,-2.07761934,4.727547618,-0.758874265,0.5,-6.775729256,-3.729165023,21,10,8,0
-8.013655142,-4.579385696,-3.103239204,-2.07761934,4.727547618,-0.758874265,0.5,-2.432408096,-2.053863406,21,10,2,3
-8.013655142,-4.579385696,-3.103239204,-2.07761934,4.727547618,-0.758874265,0.5,-2.432408096,-2.053863406,21,10,4,0
-8.013655142,-4.579385696,-3.103239204,-2.07761934,4.727547618,-0.758874265,0.5,-2.432408096,-2.053863406,21,10,8,0
-8.013655142,-4.579385696,-3.103239204,-2.07761934,4.727547618,-0.758874265,0.5,-6.775729256,-3.729165023,21,10,2,11
-8.013655142,-4.579385696,-3.103239204,-2.07761934,4.727547618,-0.758874265,0.5,-6.775729256,-3.729165023,21,10,4,0
-8.013655142,-4.579385696,-3.103239204,-2.07761934,4.727547618,-0.758874265,0.5,-6.775729256,-3.729165023,21,10,8,0
-8.103444414,-5.476833718,-3.103239204,-2.07761934,4.727547618,-0.758874265,0.5,-6.775729256,-3.729165023,21,10,2,1
-8.103444414,-5.476833718,-3.103239204,-2.07761934,4.727547618,-0.758874265,0.5,-6.775729256,-3.729165023,21,10,4,2
-8.103444414,-5.476833718,-3.103239204,-2.07761934,4.727547618,-0.758874265,0.5,-6.775729256,-3.729165023,21,10,8,1
-8.103444414,-5.476833718,-3.103239204,-2.07761934,4.727547618,-0.758874265,0.5,-4.636299382,-4.228185333,21,10,2,0
-8.103444414,-5.476833718,-3.103239204,-2.07761934,4.727547618,-0.758874265,0.5,-4.636299382,-4.228185333,21,10,4,1
-8.103444414,-5.476833718,-3.103239204,-2.07761934,4.727547618,-0.758874265,0.5,-4.636299382,-4.228185333,21,10,8,1
-8.214423531,-6.710995723,-3.103239204,-2.07761934,4.727547618,-0.758874265,0.5,-6.775729256,-3.729165023,21,10,2,0
-8.214423531,-6.710995723,-3.103239204,-2.07761934,4.727547618,-0.758874265,0.5,-6.775729256,-3.729165023,21,10,4,3
-8.214423531,-6.710995723,-3.103239204,-2.07761934,4.727547618,-0.758874265,0.5,-6.775729256,-3.729165023,21,10,8,3
-3.781787576,-0.387475425,-3.103239204,-2.07761934,4.727547618,-0.758874265,0.5,-6.775729256,-3.729165023,21,10,2,2
-3.781787576,-0.387475425,-3.103239204,-2.07761934,4.727547618,-0.758874265,0.5,-6.775729256,-3.729165023,21,10,4,2
-3.781787576,-0.387475425,-3.103239204,-2.07761934,4.727547618,-0.758874265,0.5,-6.775729256,-3.729165023,21,10,8,2
-4.258500827,-0.117382607,-3.103239204,-2.07761934,4.727547618,-0.758874265,0.5,-6.775729256,-3.729165023,21,10,2,0
-4.258500827,-0.117382607,-3.103239204,-2.07761934,4.727547618,-0.758874265,0.5,-6.775729256,-3.729165023,21,10,4,0
-4.258500827,-0.117382607,-3.103239204,-2.07761934,4.727547618,-0.758874265,0.5,-6.775729256,-3.729165023,21,10,8,0
0.33361911,0.595589152,-3.49170072,-2.141312466,4.727547618,-0.758874265,0.5,0,0,21,10,2,25
0.33361911,0.595589152,-3.49170072,-2.141312466,4.727547618,-0.758874265,0.5,0,0,21,10,4,23
0.33361911,0.595589152,-3.49170072,-2.141312466,4.727547618,-0.758874265,0.5,0,0,21,10,8,25
0.33361911,0.595589152,-5.019543701,-2.000711119,4.727547618,-0.758874265,0.5,0,0,21,10,2,26
0.33361911,0.595589152,-5.019543701,-2.000711119,4.727547618,-0.758874265,0.5,0,0,21,10,4,28
0.33361911,0.595589152,-5.019543701,-2.000711119,4.727547618,-0.758874265,0.5,0,0,21,10,8,28
0.33361911,0.595589152,-0.991179347,-0.202860952,4.727547618,-0.758874265,0.5,0,0,21,10,2,0
0.33361911,0.595589152,-0.991179347,-0.202860952,4.727547618,-0.758874265,0.5,0,0,21,10,4,0
0.33361911,0.595589152,-0.991179347,-0.202860952,4.727547618,-0.758874265,0.5,0,0,21,10,8,0
0.33361911,0.595589152,1.008384959,7.020400281,4.727547618,-0.758874265,0.5,0,0,21,10,2,27
0.33361911,0.595589152,1.008384959,7.020400281,4.727547618,-0.758874265,0.5,0,0,21,10,4,29
0.33361911,0.595589152,1.008384959,7.020400281,4.727547618,-0.758874265,0.5,0,0,21,10,8,27
0.33361911,0.595589152,4.024414743,9.045046964,4.727547618,-0.758874265,0.5,0,0,21,10,2,37
0.33361911,0.595589152,4.024414743,9.045046964,4.727547618,-0.758874265,0.5,0,0,21,10,4,27
0.33361911,0.595589152,4.024414743,9.045046964,4.727547618,-0.758874265,0.5,0,0,21,10,8,27
0.33361911,0.595589152,4.836658073,2.843744169,4.727547618,-0.758874265,0.5,0,0,21,10,2,23
0.33361911,0.595589152,4.836658073,2.843744169,4.727547618,-0.758874265,0.5,0,0,21,10,4,25
0.33361911,0.595589152,4.836658073,2.843744169,4.727547618,-0.758874265,0.5,0,0,21,10,8,26
0.33361911,0.595589152,6.521148084,0.987348889,4.727547618,-0.758874265,0.5,0,0,21,10,2,23
0.33361911,0.595589152,6.521148084,0.987348889,4.727547618,-0.758874265,0.5,0,0,21,10,4,23
0.33361911,0.595589152,6.521148084,0.987348889,4.727547618,-0.758874265,0.5,0,0,21,10,8,24
0.33361911,0.595589152,16.71496561,-7.697056952,4.727547618,-0.758874265,0.5,0,0,21,10,2,13
0.33361911,0.595589152,16.71496561,-7.697056952,4.727547618,-0.758874265,0.5,0,0,21,10,4,20
0.33361911,0.595589152,16.71496561,-7.697056952,4.727547618,-0.758874265,0.5,0,0,21,10,8,18
0.33361911,0.595589152,-5.771402689,-3.34190515,4.727547618,-0.758874265,0.5,0,0,21,10,2,24
0.33361911,0.595589152,-5.771402689,-3.34190515,4.727547618,-0.758874265,0.5,0,0,21,10,4,20
0.33361911,0.595589152,-5.771402689,-3.34190515,4.727547618,-0.758874265,0.5,0,0,21,10,8,17
0.33361911,0.595589152,-9.904350349,-2.120214672,4.727547618,-0.758874265,0.5,0,0,21,10,2,0
0.33361911,0.595589152,-9.904350349,-2.120214672,4.727547618,-0.758874265,0.5,0,0,21,10,4,0
0.33361911,0.595589152,-9.904350349,-2.120214672,4.727547618,-0.758874265,0.5,0,0,21,10,8,0
0.33361911,0.595589152,-2.552088266,0.668602529,4.727547618,-0.758874265,0.5,0,0,21,10,2,0
0.33361911,0.595589152,-2.552088266,0.668602529,4.727547618,-0.758874265,0.5,0,0,21,10,4,0
0.33361911,0.595589152,-2.552088266,0.668602529,4.727547618,-0.758874265,0.5,0,0,21,10,8,0
0.33361911,0.595589152,-2.272067192,-0.983462181,4.727547618,-0.758874265,0.5,0,0,21,10,2,0
0.33361911,0.595589152,-2.272067192,-0.983462181,4.727547618,-0.758874265,0.5,0,0,21,10,4,0
0.33361911,0.595589152,-2.272067192,-0.983462181,4.727547618,-0.758874265,0.5,0,0,21,10,8,0
0.33361911,0.595589152,-3.103239204,-2.07761934,4.727547618,-0.758874265,0.5,0,0,21,0.5,2,0
0.33361911,0.595589152,-3.103239204,-2.07761934,4.727547618,-0.758874265,0.5,0,0,21,0.5,4,3
0.33361911,0.595589152,-3.103239204,-2.07761934,4.727547618,-0.758874265,0.5,0,0,21,0.5,8,3
0.33361911,0.595589152,-3.103239204,-2.07761934,4.727547618,-0.758874265,0.5,0,0,21,0.5,24,11
0.33361911,0.595589152,-3.103239204,-2.07761934,4.727547618,-0.758874265,0.5,0,0,21,1,2,5
0.33361911,0.595589152,-3.103239204,-2.07761934,4.727547618,-0.758874265,0.5,0,0,21,1,4,10
0.33361911,0.595589152,-3.103239204,-2.07761934,4.727547618,-0.758874265,0.5,0,0,21,1,8,16
0.33361911,0.595589152,-3.103239204,-2.07761934,4.727547618,-0.758874265,0.5,0,0,21,1,24,23
0.33361911,0.595589152,-3.103239204,-2.07761934,4.727547618,-0.758874265,0.5,0,0,21,2,2,25
0.33361911,0.595589152,-3.103239204,-2.07761934,4.727547618,-0.758874265,0.5,0,0,21,2,4,27
0.33361911,0.595589152,-3.103239204,-2.07761934,4.727547618,-0.758874265,0.5,0,0,21,2,8,29
0.33361911,0.595589152,-3.103239204,-2.07761934,4.727547618,-0.758874265,0.5,0,0,21,2,24,22
0.33361911,0.595589152,-3.103239204,-2.07761934,4.727547618,-0.758874265,0.5,0,0,21,25,2,27
0.33361911,0.595589152,-3.103239204,-2.07761934,4.727547618,-0.758874265,0.5,0,0,21,25,4,26
0.33361911,0.595589152,-3.103239204,-2.07761934,4.727547618,-0.758874265,0.5,0,0,21,25,24,24
0.33361911,0.595589152,-3.103239204,-2.07761934,4.727547618,-0.758874265,0.5,0,0,21,50,2,5
0.33361911,0.595589152,-3.103239204,-2.07761934,4.727547618,-0.758874265,0.5,0,0,21,50,4,5
0.33361911,0.595589152,-3.103239204,-2.07761934,4.727547618,-0.758874265,0.5,0,0,21,50,8,4
0.33361911,0.595589152,-3.103239204,-2.07761934,4.727547618,-0.758874265,0.5,0,0,21,50,24,6
0.33361911,0.595589152,-3.103239204,-2.07761934,4.727547618,-0.758874265,0.5,0,0,21,110,2,0
0.33361911,0.595589152,-3.103239204,-2.07761934,4.727547618,-0.758874265,0.5,0,0,21,110,4,0
0.33361911,0.595589152,-3.103239204,-2.07761934,4.727547618,-0.758874265,0.5,0,0,21,110,8,3
0.33361911,0.595589152,-3.103239204,-2.07761934,4.727547618,-0.758874265,0.5,0,0,21,110,24,0
0.33361911,0.595589152,-3.103239204,-2.07761934,4.727547618,-0.758874265,0.5,0,0,10,10,2,32
0.33361911,0.595589152,-3.103239204,-2.07761934,4.727547618,-0.758874265,0.5,0,0,10,10,4,32
0.33361911,0.595589152,-3.103239204,-2.07761934,4.727547618,-0.758874265,0.5,0,0,10,10,8,35
0.33361911,0.595589152,-3.103239204,-2.07761934,4.727547618,-0.758874265,0.5,0,0,10,10,24,31
0.33361911,0.595589152,-3.103239204,-2.07761934,4.727547618,-0.758874265,0.5,0,0,50,10,0.5,32
0.33361911,0.595589152,-3.103239204,-2.07761934,4.727547618,-0.758874265,0.5,0,0,50,10,1,33
0.33361911,0.595589152,-3.103239204,-2.07761934,4.727547618,-0.758874265,0.5,0,0,50,10,2,30
0.33361911,0.595589152,-3.103239204,-2.07761934,4.727547618,-0.758874265,0.5,0,0,50,10,4,34
0.33361911,0.595589152,-3.103239204,-2.07761934,4.727547618,-0.758874265,0.5,0,0,50,10,8,31
